image_id,relative_path,filename,extension,file_size_bytes,session_guess,session_id,date_guess,quality_band,source_group,group_id,label,label_status,relation_note,candidate_groups,sequence_guess,sequence_source,sequence_confidence,width,height,image_format,read_status,sha256,side,crop_status,review_status,candidate_cluster,confirmed_identity,individual_id,split,cluster,cluster_probability
IMG_f914119441e6fbfc,03/80 and above/02/0325_20140417_HBi_03_RAY_0936.JPG,0325_20140417_HBi_03_RAY_0936.JPG,.jpg,4858569,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0325_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4db02d83ade6bc9375aaf39dc5159581f6faaf09a14eeb3e754b73720aa872b8,unknown,pending,unreviewed,,,03_2.0,labeled,-1,0.0
IMG_6093a75e3e14d5df,03/80 and above/02/0489_20140417_HBi_03_RAY_1223.JPG,0489_20140417_HBi_03_RAY_1223.JPG,.jpg,6365113,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0489_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4de6549da8192c11880e8c3332f5663e6d095aef8582151e4ef12464ce251eb7,unknown,pending,unreviewed,,,03_2.0,labeled,1,1.0
IMG_2d5a71d4a5613a7a,03/80 and above/02/0490_20140417_HBi_03_RAY_1224.JPG,0490_20140417_HBi_03_RAY_1224.JPG,.jpg,6404027,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0490_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b2f9d3a10bab5440243731debbcb470cb0c5e1ffc67106cf9b5d309ec0b1ac08,unknown,pending,unreviewed,,,03_2.0,labeled,1,1.0
IMG_9935b9839e10b78b,03/80 and above/02/0497_20140417_HBi_03_RAY_1235.JPG,0497_20140417_HBi_03_RAY_1235.JPG,.jpg,6601727,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0497_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,862caff5b3d9a2dfcbe3a373da86a3ac62ca70522326a1376bfce9f7496a6be7,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.9802572892318154
IMG_a3430090c4ce7a3b,03/80 and above/02/0498_20140417_HBi_03_RAY_1236.JPG,0498_20140417_HBi_03_RAY_1236.JPG,.jpg,4036267,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0498_20140417_HBi_03_RAY,filename_trailing_number,medium,4444,1572,JPEG,readable,1d8cc8cb679a252f0a82b3b7ac0aefc5fa029f9fcc9035509a3b6d3c30d5238b,unknown,pending,unreviewed,,,03_2.0,labeled,2,1.0
IMG_959dea87d88a6be9,03/80 and above/02/0499_20140417_HBi_03_RAY_1237.JPG,0499_20140417_HBi_03_RAY_1237.JPG,.jpg,6822603,3,3,2014-04-17,80_and_above,02,2.0,03_02,labeled,,,03::0499_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a823873c6a73b34b529bb0092e6150019b7aec242021c59066bb1f83e98a4461,unknown,pending,unreviewed,,,03_2.0,labeled,1,0.9562714019600393
IMG_82a50ed5faf285df,03/80 and above/03/0157_20140417_HBi_03_RAY_2079.JPG,0157_20140417_HBi_03_RAY_2079.JPG,.jpg,6531464,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0157_20140417_HBi_03_RAY,filename_trailing_number,medium,4878,2737,JPEG,readable,aa5c2b2b5a8e85ba9f84f79f4b7398266ece9d9c7ed442c177a355d18e2cc7e8,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.7807418734183575
IMG_b4918b6dda4fbd89,03/80 and above/03/0206_20140417_HBi_03_RAY_0741.JPG,0206_20140417_HBi_03_RAY_0741.JPG,.jpg,5724086,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0206_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4b09e9fbd6121a112dc2e39c5d7eeaee7172f50e281002928db22f605128e1d4,unknown,pending,unreviewed,,,03_3.0,labeled,-1,0.0
IMG_c848237760038bbf,03/80 and above/03/0230_20140417_HBi_03_RAY_0796.JPG,0230_20140417_HBi_03_RAY_0796.JPG,.jpg,4893588,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0230_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,15d4bacc2549d0770604938ec24c6308965b31a41230718584f025d4edb82e62,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9812692454157866
IMG_85a1df455dd25f66,03/80 and above/03/0240_20140417_HBi_03_RAY_0815.JPG,0240_20140417_HBi_03_RAY_0815.JPG,.jpg,5177393,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0240_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,ba1f016004e8b24177ab4d909a4140fd0a0ec54a0ecd9d941a61c71e668354c9,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.998084242811516
IMG_aade277476cfab5c,03/80 and above/03/0241_20140417_HBi_03_RAY_0816.JPG,0241_20140417_HBi_03_RAY_0816.JPG,.jpg,5123981,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0241_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,d5d36e9b66b1b180416f29a61f5531de86b8579a8495a310778cfaeb51c47690,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_1c67b02ae9b59108,03/80 and above/03/0242_20140417_HBi_03_RAY_0817.JPG,0242_20140417_HBi_03_RAY_0817.JPG,.jpg,4917723,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0242_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,3f7c28ea19f5b06e42ce7249982c2db0ecafaa4156eb292a509c2b6af1b64c33,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9401666279719468
IMG_3d7bf72908e59499,03/80 and above/03/0246_20140417_HBi_03_RAY_0826.JPG,0246_20140417_HBi_03_RAY_0826.JPG,.jpg,5405579,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0246_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,619f6c5d86e80984461dc3353c97db10199547f9102477cafe055c8d4d7f3498,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_5fc2f2b7ba500dab,03/80 and above/03/0247_20140417_HBi_03_RAY_0827.JPG,0247_20140417_HBi_03_RAY_0827.JPG,.jpg,5339888,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0247_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8b11ae7fdbba3d6ad9b0f8396fd85e67757f0cce16a56c7969dfbd10819f1a15,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9470520861121973
IMG_3c1c5ee868b49ff2,03/80 and above/03/0248_20140417_HBi_03_RAY_0828.JPG,0248_20140417_HBi_03_RAY_0828.JPG,.jpg,5180589,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0248_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,f6370f229a87ec262c41db69b7dd80bc1d733edc4f627d6f707b75a99c8c2e32,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9812692454157866
IMG_59e35a6728f49f9b,03/80 and above/03/0260_20140417_HBi_03_RAY_0852.JPG,0260_20140417_HBi_03_RAY_0852.JPG,.jpg,5773389,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0260_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,0d5264b80712a85a85aab3287cb2806dd96f5c7645782c2e89f488a48fcad70d,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.8499527910129504
IMG_ed8f4661bbbe6d5c,03/80 and above/03/0261_20140417_HBi_03_RAY_0853.JPG,0261_20140417_HBi_03_RAY_0853.JPG,.jpg,5786848,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0261_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b7166dc8ccc3a1f94addd7eca486d1f988fab9b86fd3c8c3b196169561f9e33e,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_b741dc5a87e88d17,03/80 and above/03/0271_20140417_HBi_03_RAY_0866.JPG,0271_20140417_HBi_03_RAY_0866.JPG,.jpg,5529874,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0271_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4c26a66ee7a1cb0334a3133fd3c640ec5e996e2f20636694736a4b7df00642e2,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_22c1d1571bf40f38,03/80 and above/03/0280_20140417_HBi_03_RAY_0880.JPG,0280_20140417_HBi_03_RAY_0880.JPG,.jpg,5011005,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0280_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8e293db41d7d97e24b0f12264919199abf53c461fd5edd9f866e0350f2d2e5c0,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9939227468585856
IMG_90448cd333a0b216,03/80 and above/03/0281_20140417_HBi_03_RAY_0881.JPG,0281_20140417_HBi_03_RAY_0881.JPG,.jpg,4986837,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0281_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,485f5989c9a4bc2eb7007dad4b14a1c7ce9c330e7f651caee1f30aad8d17fff2,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9422602629950598
IMG_0c67105fef9f5e61,03/80 and above/03/0282_20140417_HBi_03_RAY_0882.JPG,0282_20140417_HBi_03_RAY_0882.JPG,.jpg,5083548,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0282_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,109c927e8c61f5d94b3bdd072f49acb72ed8303e0e337efa74bb49b3736192d5,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9215471431021441
IMG_2b7e1f460614d568,03/80 and above/03/0301_20140417_HBi_03_RAY_0903.JPG,0301_20140417_HBi_03_RAY_0903.JPG,.jpg,5711536,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0301_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a0a559a7209ac7a3a6636a36d65f689c3765c8e7d2d1c276e9157e1f338b9180,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9446584790122827
IMG_0e03c96e3860a20c,03/80 and above/03/0302_20140417_HBi_03_RAY_0904.JPG,0302_20140417_HBi_03_RAY_0904.JPG,.jpg,5820073,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0302_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8bb928fd1b400f1f454c67d4db7042b7157ae4f9ea2700122791e9c40caa2604,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_b47a7d1dba914893,03/80 and above/03/0313_20140417_HBi_03_RAY_0917.JPG,0313_20140417_HBi_03_RAY_0917.JPG,.jpg,5622265,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0313_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,5028b5ccb69e18a7b7803c127b5f75c134e70643a2468def2978da3c8b611ad4,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.9464932769545394
IMG_831009435c1b2124,03/80 and above/03/0314_20140417_HBi_03_RAY_0918.JPG,0314_20140417_HBi_03_RAY_0918.JPG,.jpg,5410174,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0314_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,59f306c23e239f66d56ae7cf174ca6f9064751175781195923452fc2e3e94c9c,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_4856b607af778a83,03/80 and above/03/0315_20140417_HBi_03_RAY_0919.JPG,0315_20140417_HBi_03_RAY_0919.JPG,.jpg,5357857,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0315_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,0864d54a2ee6c34036bb3b3bb48f430c1f66cb7242ffaa38992953539b00f20f,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_35c3d34f6a3506e8,03/80 and above/03/0316_20140417_HBi_03_RAY_0920.JPG,0316_20140417_HBi_03_RAY_0920.JPG,.jpg,5534184,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0316_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c0f592658356cdb2623c48a6d8f36dd6e4247baf1ecf642c9cac84f0c2a52010,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_33cbcc15b479c201,03/80 and above/03/0491_20140417_HBi_03_RAY_1225.JPG,0491_20140417_HBi_03_RAY_1225.JPG,.jpg,6441248,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0491_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,b22ab4da108e778949d0b82cfb2f006066a941bd3e9a959301a8fbfd3f75d7a3,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.8390999137939159
IMG_bd146b01a5ab5e14,03/80 and above/03/0524_20140417_HBi_03_RAY_1265.JPG,0524_20140417_HBi_03_RAY_1265.JPG,.jpg,6635210,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0524_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,5cc5a42291fc36f291f6b78b04c6bbb4e74a555a3cd75ced3906880bcac2da6d,unknown,pending,unreviewed,,,03_3.0,labeled,1,1.0
IMG_102c379d7d6b4a9c,03/80 and above/03/0525_20140417_HBi_03_RAY_1266.JPG,0525_20140417_HBi_03_RAY_1266.JPG,.jpg,3351626,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0525_20140417_HBi_03_RAY,filename_trailing_number,medium,3549,1670,JPEG,readable,595acdcd7dd7f85d55dfba69a0e14ff40f82df8cc9cd6d510b24b1cd407237fe,unknown,pending,unreviewed,,,03_3.0,labeled,-1,0.0
IMG_d9d5189844371896,03/80 and above/03/0528_20140417_HBi_03_RAY_1272.JPG,0528_20140417_HBi_03_RAY_1272.JPG,.jpg,6189780,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0528_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,2eeaa046b41458f59ff1c8ceba88218974da0a76a441c9df6c5218675ff6bfdb,unknown,pending,unreviewed,,,03_3.0,labeled,-1,0.0
IMG_d5cd8fda05dc114c,03/80 and above/03/0540_20140417_HBi_03_RAY_1305.JPG,0540_20140417_HBi_03_RAY_1305.JPG,.jpg,6794827,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0540_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4659ada208b8a01be97028d3a344bc77f92a8ec4b0ad3192e8188deb421f9ff0,unknown,pending,unreviewed,,,03_3.0,labeled,1,0.8022820437416543
IMG_8862ecab58a95486,03/80 and above/03/0657_20140417_HBi_03_RAY_1502.JPG,0657_20140417_HBi_03_RAY_1502.JPG,.jpg,6230278,3,3,2014-04-17,80_and_above,03,3.0,03_03,labeled,,,03::0657_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a9c7ab720e4be22fd14dfd2e7cc0b3dbf8c90311cd116f8cff1530e25ca4cace,unknown,pending,unreviewed,,,03_3.0,labeled,-1,0.0
IMG_4362f41d356ea6e2,03/80 and above/04/0161_20140417_HBi_03_RAY_2089.JPG,0161_20140417_HBi_03_RAY_2089.JPG,.jpg,5088167,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0161_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,1f77c923855d03ff48294b86d53f167e1c23d58c805984726ec258beb1a7807d,unknown,pending,unreviewed,,,03_4.0,labeled,1,1.0
IMG_ea11e68134e91dfe,03/80 and above/04/0207_20140417_HBi_03_RAY_0755.JPG,0207_20140417_HBi_03_RAY_0755.JPG,.jpg,1625733,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0207_20140417_HBi_03_RAY,filename_trailing_number,medium,2596,1030,JPEG,readable,97a1e0387d8c1f5c94b65e554b279d47c4e9fb391e156c91d57050843e044f8c,unknown,pending,unreviewed,,,03_4.0,labeled,-1,0.0
IMG_03955f459165fb69,03/80 and above/04/0288_20140417_HBi_03_RAY_0888.JPG,0288_20140417_HBi_03_RAY_0888.JPG,.jpg,5548453,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0288_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,edf345515fbccb7da81c27b58c3b596ee3c8b7afb40af7df12d32bd22625becd,unknown,pending,unreviewed,,,03_4.0,labeled,1,1.0
IMG_a2990977479dc3b5,03/80 and above/04/0289_20140417_HBi_03_RAY_0889.JPG,0289_20140417_HBi_03_RAY_0889.JPG,.jpg,5371454,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0289_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,5311c8ece1e54b0ea81ae0516edfb80061c037775b5e9c5cc8ea96b0abc8354c,unknown,pending,unreviewed,,,03_4.0,labeled,1,1.0
IMG_1aa8ecf722a1755f,03/80 and above/04/0290_20140417_HBi_03_RAY_0890.JPG,0290_20140417_HBi_03_RAY_0890.JPG,.jpg,5097014,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0290_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,83465884ad8c63345964e7f290c3803b84b5c8834205a23e5fb9decf3b5cdbd6,unknown,pending,unreviewed,,,03_4.0,labeled,1,1.0
IMG_8c428ce6615f99f9,03/80 and above/04/0468_20140417_HBi_03_RAY_1189.JPG,0468_20140417_HBi_03_RAY_1189.JPG,.jpg,6348897,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0468_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c66b76e315faf6eaca7bbb629985475ece408a4c3bcb5edade3fcb0b8040b2f5,unknown,pending,unreviewed,,,03_4.0,labeled,-1,0.0
IMG_2408579bd0486bf4,03/80 and above/04/0469_20140417_HBi_03_RAY_1190.JPG,0469_20140417_HBi_03_RAY_1190.JPG,.jpg,3592368,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0469_20140417_HBi_03_RAY,filename_trailing_number,medium,3601,1628,JPEG,readable,176f04483dc1255e90689becd5ea2d187a80fcebf778a9018cf8d2dd2a6cc326,unknown,pending,unreviewed,,,03_4.0,labeled,-1,0.0
IMG_3962a1dc6c4292b4,03/80 and above/04/0470_20140417_HBi_03_RAY_1191.JPG,0470_20140417_HBi_03_RAY_1191.JPG,.jpg,7001772,3,3,2014-04-17,80_and_above,04,4.0,03_04,labeled,,,03::0470_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,16dc8de13986e247c337656021d0629060ee7e9a050de1cccaca94e93e599e6e,unknown,pending,unreviewed,,,03_4.0,labeled,1,1.0
IMG_5f1e9d8b2178b03d,03/80 and above/05/0224_20140417_HBi_03_RAY_0782.JPG,0224_20140417_HBi_03_RAY_0782.JPG,.jpg,1370692,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0224_20140417_HBi_03_RAY,filename_trailing_number,medium,2372,1048,JPEG,readable,e5f1ff7e624bfa66cb2a610c30e731ff8a136f90d5d5b20e5e7cf3522a75ccae,unknown,pending,unreviewed,,,03_5.0,labeled,-1,0.0
IMG_3e828dc68c7d0898,03/80 and above/05/0236_20140417_HBi_03_RAY_0808.JPG,0236_20140417_HBi_03_RAY_0808.JPG,.jpg,5474586,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0236_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,23e3ffc618b343ce733479a366ffedd0fa4109f3316565ae07bae1a697507d4b,unknown,pending,unreviewed,,,03_5.0,labeled,1,1.0
IMG_bec26851aca3f97d,03/80 and above/05/0471_20140417_HBi_03_RAY_1192.JPG,0471_20140417_HBi_03_RAY_1192.JPG,.jpg,7395228,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0471_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4695f0f266d9c1104ff427cc25f2dc5efd8450cc48c896d73400bc52d842147b,unknown,pending,unreviewed,,,03_5.0,labeled,1,0.7720187258411942
IMG_4ccf8f053eafa970,03/80 and above/05/0494_20140417_HBi_03_RAY_1230.JPG,0494_20140417_HBi_03_RAY_1230.JPG,.jpg,6718112,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0494_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,97f5eb4643d58b6833286ba49d79924a760b367423a0793a6828ff123df7cdba,unknown,pending,unreviewed,,,03_5.0,labeled,1,1.0
IMG_5130cbc7ffaae275,03/80 and above/05/0546_20140417_HBi_03_RAY_1313.JPG,0546_20140417_HBi_03_RAY_1313.JPG,.jpg,6157644,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0546_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,0160a78b0aa34c533047e30244ca828f1f2e2e51002e632338d8d754949dbef5,unknown,pending,unreviewed,,,03_5.0,labeled,1,0.8824103654512914
IMG_39f79aba2723784d,03/80 and above/05/0547_20140417_HBi_03_RAY_1314.JPG,0547_20140417_HBi_03_RAY_1314.JPG,.jpg,6134236,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0547_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,817f40f5c3919918829a5654ad8e8fbc6d20f6914633b9f943fe1238e0aba5ef,unknown,pending,unreviewed,,,03_5.0,labeled,1,1.0
IMG_57cfc4366a136861,03/80 and above/05/0674_20140417_HBi_03_RAY_1548.JPG,0674_20140417_HBi_03_RAY_1548.JPG,.jpg,6519409,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0674_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,c26fb93f41b37fc612ef6b9f220f7c25794e108d0cadc161e6fa44433eab76fa,unknown,pending,unreviewed,,,03_5.0,labeled,1,0.8269697475403719
IMG_d29ed2e78c8f6d25,03/80 and above/05/0675_20140417_HBi_03_RAY_1549.JPG,0675_20140417_HBi_03_RAY_1549.JPG,.jpg,5528023,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0675_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,5245927899e218066a6a87e32736614fa7948cd35556e6ad9e0536450b5ebfe3,unknown,pending,unreviewed,,,03_5.0,labeled,1,1.0
IMG_8b18934c9a541949,03/80 and above/05/0845_20140417_HBi_03_RAY_1889.JPG,0845_20140417_HBi_03_RAY_1889.JPG,.jpg,5894883,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0845_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,a1891c8a31ed0e116ee88c261a6ddf6a2ba40635ec1b62ab904d4b2b20c86626,unknown,pending,unreviewed,,,03_5.0,labeled,1,0.9719679339617021
IMG_077018732a20157b,03/80 and above/05/0846_20140417_HBi_03_RAY_1890.JPG,0846_20140417_HBi_03_RAY_1890.JPG,.jpg,5684781,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0846_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,8d7b55c27ab860e74c4797877e6c94351ee10666fa00d6f29afe2e758486cb16,unknown,pending,unreviewed,,,03_5.0,labeled,1,1.0
IMG_4106e536034ce468,03/80 and above/05/0917_20140417_HBi_03_RAY_1990.JPG,0917_20140417_HBi_03_RAY_1990.JPG,.jpg,6430393,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0917_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,75a223cba01081efcdc759c8e08469382687e0714340df3b64406a05c82709a0,unknown,pending,unreviewed,,,03_5.0,labeled,1,0.9071490935919345
IMG_4346881113cb7134,03/80 and above/05/0918_20140417_HBi_03_RAY_1991.JPG,0918_20140417_HBi_03_RAY_1991.JPG,.jpg,1034227,3,3,2014-04-17,80_and_above,05,5.0,03_05,labeled,,,03::0918_20140417_HBi_03_RAY,filename_trailing_number,medium,1984,843,JPEG,readable,e0174efcc4b58bf66c13ef6b08c03a6c9f683cfddc7e1b180666f2c3978f3caf,unknown,pending,unreviewed,,,03_5.0,labeled,2,1.0
IMG_c6d0865e3cdbacc3,03/80 and above/06/0227_20140417_HBi_03_RAY_0787.JPG,0227_20140417_HBi_03_RAY_0787.JPG,.jpg,1568992,3,3,2014-04-17,80_and_above,06,6.0,03_06,labeled,,,03::0227_20140417_HBi_03_RAY,filename_trailing_number,medium,2788,909,JPEG,readable,78e29126a97397b8e1ee15ee91d6396333a4fa3b5c9193916aa347bfee3cf760,unknown,pending,unreviewed,,,03_6.0,labeled,-1,0.0
IMG_03d24306c61e22a9,03/80 and above/06/0234_20140417_HBi_03_RAY_0802.JPG,0234_20140417_HBi_03_RAY_0802.JPG,.jpg,5249453,3,3,2014-04-17,80_and_above,06,6.0,03_06,labeled,,,03::0234_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,4457e613187b2cbbbd7e942caa12831626f2e5e28fe4ed0f7056dfd7a5ce3064,unknown,pending,unreviewed,,,03_6.0,labeled,1,0.9060300889225487
IMG_a997a5f157a51805,03/80 and above/06/0255_20140417_HBi_03_RAY_0845.JPG,0255_20140417_HBi_03_RAY_0845.JPG,.jpg,5479622,3,3,2014-04-17,80_and_above,06,6.0,03_06,labeled,,,03::0255_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,38344676d5136d317310bae0e0eac705a5dad39d459724ba14fedf1d85c49e99,unknown,pending,unreviewed,,,03_6.0,labeled,-1,0.0
IMG_3446737f2326b631,03/80 and above/06/0256_20140417_HBi_03_RAY_0846.JPG,0256_20140417_HBi_03_RAY_0846.JPG,.jpg,5375109,3,3,2014-04-17,80_and_above,06,6.0,03_06,labeled,,,03::0256_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,f2097e38b411dda58b6bc41203203ea339dcd0898040534ad48203ad0b3165a4,unknown,pending,unreviewed,,,03_6.0,labeled,-1,0.0
IMG_20004a5ff9493615,03/80 and above/06/0298_20140417_HBi_03_RAY_0900.JPG,0298_20140417_HBi_03_RAY_0900.JPG,.jpg,5779190,3,3,2014-04-17,80_and_above,06,6.0,03_06,labeled,,,03::0298_20140417_HBi_03_RAY,filename_trailing_number,medium,4896,3264,JPEG,readable,7163927f7d00ee328b57eec12316c407cda6b913362337fae90e8225ec018446,unknown,pending,unreviewed,,,03_6.0,labeled,1,0.8289556588398294
